instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_group
207,2011-01-09,Spring,2011,Jan,21,No,Sun,No,Clear,0.14,0.1061,0.46,0.4179,1,19,20,Off Hours
208,2011-01-09,Spring,2011,Jan,22,No,Sun,No,Clear,0.14,0.1212,0.46,0.2985,5,10,15,Off Hours
209,2011-01-09,Spring,2011,Jan,23,No,Sun,No,Clear,0.12,0.1364,0.5,0.194,0,6,6,Off Hours
210,2011-01-10,Spring,2011,Jan,0,No,Mon,Yes,Clear,0.12,0.1212,0.5,0.2836,2,3,5,Off Hours
211,2011-01-10,Spring,2011,Jan,1,No,Mon,Yes,Clear,0.12,0.1212,0.5,0.2836,1,0,1,Off Hours
212,2011-01-10,Spring,2011,Jan,2,No,Mon,Yes,Clear,0.12,0.1212,0.5,0.2239,0,3,3,Off Hours
213,2011-01-10,Spring,2011,Jan,3,No,Mon,Yes,Clear,0.12,0.1212,0.5,0.2239,0,1,1,Off Hours
214,2011-01-10,Spring,2011,Jan,4,No,Mon,Yes,Clear,0.1,0.1212,0.54,0.1343,1,2,3,Off Hours
215,2011-01-10,Spring,2011,Jan,5,No,Mon,Yes,Clear,0.1,0.1061,0.54,0.2537,0,3,3,Off Hours
216,2011-01-10,Spring,2011,Jan,6,No,Mon,Yes,Clear,0.12,0.1212,0.5,0.2836,0,31,31,Morning Peak
217,2011-01-10,Spring,2011,Jan,7,No,Mon,Yes,Clear,0.12,0.1212,0.5,0.2239,2,75,77,Morning Peak
218,2011-01-10,Spring,2011,Jan,8,No,Mon,Yes,Mist/Cloudy,0.12,0.1212,0.5,0.2836,4,184,188,Morning Peak
219,2011-01-10,Spring,2011,Jan,9,No,Mon,Yes,Mist/Cloudy,0.14,0.1212,0.5,0.2537,2,92,94,Morning Peak
220,2011-01-10,Spring,2011,Jan,10,No,Mon,Yes,Mist/Cloudy,0.14,0.1212,0.5,0.2985,0,31,31,Afternoon
221,2011-01-10,Spring,2011,Jan,11,No,Mon,Yes,Mist/Cloudy,0.16,0.1364,0.47,0.2836,2,28,30,Afternoon
222,2011-01-10,Spring,2011,Jan,12,No,Mon,Yes,Mist/Cloudy,0.2,0.1818,0.4,0.2836,5,47,52,Afternoon
223,2011-01-10,Spring,2011,Jan,13,No,Mon,Yes,Mist/Cloudy,0.2,0.1818,0.4,0.2836,4,50,54,Afternoon
224,2011-01-10,Spring,2011,Jan,14,No,Mon,Yes,Mist/Cloudy,0.2,0.197,0.4,0.2239,0,47,47,Afternoon
225,2011-01-10,Spring,2011,Jan,15,No,Mon,Yes,Mist/Cloudy,0.2,0.197,0.4,0.2239,2,43,45,Afternoon
226,2011-01-10,Spring,2011,Jan,16,No,Mon,Yes,Clear,0.2,0.2121,0.4,0.1343,4,70,74,Evening Peak
227,2011-01-10,Spring,2011,Jan,17,No,Mon,Yes,Clear,0.2,0.2273,0.4,0.1045,4,174,178,Evening Peak
228,2011-01-10,Spring,2011,Jan,18,No,Mon,Yes,Clear,0.2,0.197,0.4,0.2239,1,154,155,Evening Peak
229,2011-01-10,Spring,2011,Jan,19,No,Mon,Yes,Clear,0.16,0.1667,0.47,0.1642,3,92,95,Evening Peak
230,2011-01-10,Spring,2011,Jan,20,No,Mon,Yes,Clear,0.16,0.1667,0.5,0.1642,1,73,74,Off Hours
231,2011-01-10,Spring,2011,Jan,21,No,Mon,Yes,Clear,0.14,0.1364,0.59,0.194,1,37,38,Off Hours
232,2011-01-10,Spring,2011,Jan,22,No,Mon,Yes,Clear,0.14,0.1515,0.59,0.1642,2,22,24,Off Hours
233,2011-01-10,Spring,2011,Jan,23,No,Mon,Yes,Clear,0.14,0.1515,0.59,0.1642,0,18,18,Off Hours
234,2011-01-11,Spring,2011,Jan,0,No,Tue,Yes,Clear,0.14,0.1667,0.59,0.1045,2,10,12,Off Hours
235,2011-01-11,Spring,2011,Jan,1,No,Tue,Yes,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Off Hours
236,2011-01-11,Spring,2011,Jan,2,No,Tue,Yes,Mist/Cloudy,0.16,0.1515,0.55,0.194,0,3,3,Off Hours
237,2011-01-11,Spring,2011,Jan,5,No,Tue,Yes,Mist/Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,Off Hours
238,2011-01-11,Spring,2011,Jan,6,No,Tue,Yes,Mist/Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,Morning Peak
239,2011-01-11,Spring,2011,Jan,7,No,Tue,Yes,Mist/Cloudy,0.16,0.2273,0.55,0.0,2,97,99,Morning Peak
240,2011-01-11,Spring,2011,Jan,8,No,Tue,Yes,Mist/Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,Morning Peak
241,2011-01-11,Spring,2011,Jan,9,No,Tue,Yes,Mist/Cloudy,0.18,0.197,0.51,0.1642,3,127,130,Morning Peak
242,2011-01-11,Spring,2011,Jan,10,No,Tue,Yes,Mist/Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,Afternoon
243,2011-01-11,Spring,2011,Jan,11,No,Tue,Yes,Mist/Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,Afternoon
244,2011-01-11,Spring,2011,Jan,12,No,Tue,Yes,Mist/Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,Afternoon
245,2011-01-11,Spring,2011,Jan,13,No,Tue,Yes,Mist/Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,Afternoon
246,2011-01-11,Spring,2011,Jan,14,No,Tue,Yes,Mist/Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,Afternoon
247,2011-01-11,Spring,2011,Jan,15,No,Tue,Yes,Mist/Cloudy,0.16,0.197,0.8,0.0896,2,45,47,Afternoon
248,2011-01-11,Spring,2011,Jan,16,No,Tue,Yes,Mist/Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,Evening Peak
249,2011-01-11,Spring,2011,Jan,17,No,Tue,Yes,Mist/Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,Evening Peak
250,2011-01-11,Spring,2011,Jan,18,No,Tue,Yes,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,94,95,Evening Peak
251,2011-01-11,Spring,2011,Jan,19,No,Tue,Yes,Light Rain/Snow,0.16,0.2273,0.93,0.0,0,51,51,Evening Peak
252,2011-01-11,Spring,2011,Jan,20,No,Tue,Yes,Light Rain/Snow,0.16,0.1515,0.93,0.194,0,32,32,Off Hours
253,2011-01-11,Spring,2011,Jan,21,No,Tue,Yes,Light Rain/Snow,0.16,0.197,0.86,0.0896,0,20,20,Off Hours
254,2011-01-11,Spring,2011,Jan,22,No,Tue,Yes,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,28,29,Off Hours
255,2011-01-11,Spring,2011,Jan,23,No,Tue,Yes,Light Rain/Snow,0.16,0.197,0.93,0.0896,1,18,19,Off Hours
256,2011-01-12,Spring,2011,Jan,0,No,Wed,Yes,Mist/Cloudy,0.16,0.197,0.86,0.0896,0,7,7,Off Hours
257,2011-01-12,Spring,2011,Jan,1,No,Wed,Yes,Mist/Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,Off Hours
258,2011-01-12,Spring,2011,Jan,2,No,Wed,Yes,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Off Hours
259,2011-01-12,Spring,2011,Jan,5,No,Wed,Yes,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Off Hours
260,2011-01-12,Spring,2011,Jan,6,No,Wed,Yes,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Morning Peak
261,2011-01-12,Spring,2011,Jan,7,No,Wed,Yes,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Morning Peak
262,2011-01-12,Spring,2011,Jan,8,No,Wed,Yes,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Morning Peak
263,2011-01-12,Spring,2011,Jan,9,No,Wed,Yes,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Morning Peak
264,2011-01-12,Spring,2011,Jan,10,No,Wed,Yes,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Afternoon
265,2011-01-12,Spring,2011,Jan,11,No,Wed,Yes,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Afternoon
266,2011-01-12,Spring,2011,Jan,12,No,Wed,Yes,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Afternoon
267,2011-01-12,Spring,2011,Jan,13,No,Wed,Yes,Clear,0.22,0.197,0.44,0.3582,0,49,49,Afternoon
268,2011-01-12,Spring,2011,Jan,14,No,Wed,Yes,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Afternoon
269,2011-01-12,Spring,2011,Jan,15,No,Wed,Yes,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Afternoon
270,2011-01-12,Spring,2011,Jan,16,No,Wed,Yes,Clear,0.22,0.197,0.44,0.3284,5,63,68,Evening Peak
271,2011-01-12,Spring,2011,Jan,17,No,Wed,Yes,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Evening Peak
272,2011-01-12,Spring,2011,Jan,18,No,Wed,Yes,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Evening Peak
273,2011-01-12,Spring,2011,Jan,19,No,Wed,Yes,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Evening Peak
274,2011-01-12,Spring,2011,Jan,20,No,Wed,Yes,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Off Hours
275,2011-01-12,Spring,2011,Jan,21,No,Wed,Yes,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Off Hours
276,2011-01-12,Spring,2011,Jan,22,No,Wed,Yes,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Off Hours
277,2011-01-12,Spring,2011,Jan,23,No,Wed,Yes,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Off Hours
278,2011-01-13,Spring,2011,Jan,0,No,Thu,Yes,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Off Hours
279,2011-01-13,Spring,2011,Jan,1,No,Thu,Yes,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Off Hours
280,2011-01-13,Spring,2011,Jan,2,No,Thu,Yes,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Off Hours
281,2011-01-13,Spring,2011,Jan,3,No,Thu,Yes,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Off Hours
282,2011-01-13,Spring,2011,Jan,4,No,Thu,Yes,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Off Hours
283,2011-01-13,Spring,2011,Jan,5,No,Thu,Yes,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Off Hours
284,2011-01-13,Spring,2011,Jan,6,No,Thu,Yes,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Morning Peak
285,2011-01-13,Spring,2011,Jan,7,No,Thu,Yes,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Morning Peak
286,2011-01-13,Spring,2011,Jan,8,No,Thu,Yes,Clear,0.14,0.1364,0.5,0.194,5,197,202,Morning Peak
287,2011-01-13,Spring,2011,Jan,9,No,Thu,Yes,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Morning Peak
288,2011-01-13,Spring,2011,Jan,10,No,Thu,Yes,Mist/Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,Afternoon
289,2011-01-13,Spring,2011,Jan,11,No,Thu,Yes,Mist/Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,Afternoon
290,2011-01-13,Spring,2011,Jan,12,No,Thu,Yes,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Afternoon
291,2011-01-13,Spring,2011,Jan,13,No,Thu,Yes,Clear,0.22,0.197,0.41,0.4478,2,81,83,Afternoon
292,2011-01-13,Spring,2011,Jan,14,No,Thu,Yes,Clear,0.22,0.197,0.41,0.3881,3,39,42,Afternoon
293,2011-01-13,Spring,2011,Jan,15,No,Thu,Yes,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Afternoon
294,2011-01-13,Spring,2011,Jan,16,No,Thu,Yes,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Evening Peak
295,2011-01-13,Spring,2011,Jan,17,No,Thu,Yes,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Evening Peak
296,2011-01-13,Spring,2011,Jan,18,No,Thu,Yes,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Evening Peak
297,2011-01-13,Spring,2011,Jan,19,No,Thu,Yes,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Evening Peak
298,2011-01-13,Spring,2011,Jan,20,No,Thu,Yes,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Off Hours
299,2011-01-13,Spring,2011,Jan,21,No,Thu,Yes,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Off Hours
300,2011-01-13,Spring,2011,Jan,22,No,Thu,Yes,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Off Hours
301,2011-01-13,Spring,2011,Jan,23,No,Thu,Yes,Clear,0.12,0.1364,0.5,0.194,1,14,15,Off Hours
302,2011-01-14,Spring,2011,Jan,0,No,Fri,Yes,Clear,0.12,0.1364,0.5,0.194,0,14,14,Off Hours
303,2011-01-14,Spring,2011,Jan,1,No,Fri,Yes,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Off Hours
304,2011-01-14,Spring,2011,Jan,2,No,Fri,Yes,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Off Hours
305,2011-01-14,Spring,2011,Jan,3,No,Fri,Yes,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Off Hours
306,2011-01-14,Spring,2011,Jan,5,No,Fri,Yes,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Off Hours
307,2011-01-14,Spring,2011,Jan,6,No,Fri,Yes,Clear,0.1,0.1818,0.54,0.0,0,17,17,Morning Peak
308,2011-01-14,Spring,2011,Jan,7,No,Fri,Yes,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Morning Peak
309,2011-01-14,Spring,2011,Jan,8,No,Fri,Yes,Clear,0.12,0.1667,0.68,0.0,2,156,158,Morning Peak
310,2011-01-14,Spring,2011,Jan,9,No,Fri,Yes,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Morning Peak
311,2011-01-14,Spring,2011,Jan,10,No,Fri,Yes,Clear,0.18,0.1818,0.55,0.194,4,40,44,Afternoon
312,2011-01-14,Spring,2011,Jan,11,No,Fri,Yes,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Afternoon
313,2011-01-14,Spring,2011,Jan,12,No,Fri,Yes,Clear,0.2,0.197,0.44,0.2537,2,59,61,Afternoon
314,2011-01-14,Spring,2011,Jan,13,No,Fri,Yes,Clear,0.22,0.197,0.37,0.3881,4,73,77,Afternoon
315,2011-01-14,Spring,2011,Jan,14,No,Fri,Yes,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Afternoon
316,2011-01-14,Spring,2011,Jan,15,No,Fri,Yes,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Afternoon
317,2011-01-14,Spring,2011,Jan,16,No,Fri,Yes,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Evening Peak
318,2011-01-14,Spring,2011,Jan,17,No,Fri,Yes,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Evening Peak
319,2011-01-14,Spring,2011,Jan,18,No,Fri,Yes,Clear,0.2,0.2576,0.47,0.0,5,134,139,Evening Peak
320,2011-01-14,Spring,2011,Jan,19,No,Fri,Yes,Clear,0.16,0.197,0.59,0.0896,3,89,92,Evening Peak
321,2011-01-14,Spring,2011,Jan,20,No,Fri,Yes,Clear,0.18,0.2424,0.59,0.0,0,68,68,Off Hours
322,2011-01-14,Spring,2011,Jan,21,No,Fri,Yes,Clear,0.16,0.2273,0.69,0.0,4,48,52,Off Hours
323,2011-01-14,Spring,2011,Jan,22,No,Fri,Yes,Mist/Cloudy,0.16,0.2273,0.69,0.0,2,34,36,Off Hours
324,2011-01-14,Spring,2011,Jan,23,No,Fri,Yes,Mist/Cloudy,0.18,0.2424,0.55,0.0,1,26,27,Off Hours
325,2011-01-15,Spring,2011,Jan,0,No,Sat,No,Clear,0.18,0.2424,0.55,0.0,3,25,28,Off Hours
326,2011-01-15,Spring,2011,Jan,1,No,Sat,No,Mist/Cloudy,0.16,0.197,0.59,0.0896,2,18,20,Off Hours
327,2011-01-15,Spring,2011,Jan,2,No,Sat,No,Mist/Cloudy,0.16,0.197,0.59,0.0896,0,12,12,Off Hours
328,2011-01-15,Spring,2011,Jan,3,No,Sat,No,Mist/Cloudy,0.16,0.2273,0.59,0.0,1,7,8,Off Hours
329,2011-01-15,Spring,2011,Jan,4,No,Sat,No,Mist/Cloudy,0.16,0.2273,0.59,0.0,0,5,5,Off Hours
330,2011-01-15,Spring,2011,Jan,5,No,Sat,No,Clear,0.16,0.2273,0.59,0.0,0,1,1,Off Hours
331,2011-01-15,Spring,2011,Jan,6,No,Sat,No,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Morning Peak
332,2011-01-15,Spring,2011,Jan,7,No,Sat,No,Clear,0.14,0.2121,0.63,0.0,1,9,10,Morning Peak
333,2011-01-15,Spring,2011,Jan,8,No,Sat,No,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Morning Peak
334,2011-01-15,Spring,2011,Jan,9,No,Sat,No,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Morning Peak
335,2011-01-15,Spring,2011,Jan,10,No,Sat,No,Clear,0.18,0.197,0.59,0.1642,2,57,59,Afternoon
336,2011-01-15,Spring,2011,Jan,11,No,Sat,No,Clear,0.2,0.197,0.55,0.2239,18,54,72,Afternoon
337,2011-01-15,Spring,2011,Jan,12,No,Sat,No,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Afternoon
338,2011-01-15,Spring,2011,Jan,13,No,Sat,No,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Afternoon
339,2011-01-15,Spring,2011,Jan,14,No,Sat,No,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Afternoon
340,2011-01-15,Spring,2011,Jan,15,No,Sat,No,Mist/Cloudy,0.32,0.3182,0.36,0.194,21,108,129,Afternoon
341,2011-01-15,Spring,2011,Jan,16,No,Sat,No,Mist/Cloudy,0.34,0.3333,0.34,0.194,33,95,128,Evening Peak
342,2011-01-15,Spring,2011,Jan,17,No,Sat,No,Mist/Cloudy,0.32,0.303,0.36,0.2836,29,54,83,Evening Peak
343,2011-01-15,Spring,2011,Jan,18,No,Sat,No,Mist/Cloudy,0.3,0.2879,0.45,0.2537,15,69,84,Evening Peak
344,2011-01-15,Spring,2011,Jan,19,No,Sat,No,Mist/Cloudy,0.32,0.303,0.39,0.2537,14,60,74,Evening Peak
345,2011-01-15,Spring,2011,Jan,20,No,Sat,No,Mist/Cloudy,0.32,0.303,0.39,0.2537,6,35,41,Off Hours
346,2011-01-15,Spring,2011,Jan,21,No,Sat,No,Mist/Cloudy,0.32,0.303,0.39,0.2239,6,51,57,Off Hours
347,2011-01-15,Spring,2011,Jan,22,No,Sat,No,Mist/Cloudy,0.3,0.3182,0.42,0.1045,0,26,26,Off Hours
348,2011-01-15,Spring,2011,Jan,23,No,Sat,No,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Off Hours
349,2011-01-16,Spring,2011,Jan,0,No,Sun,No,Clear,0.26,0.303,0.56,0.0,6,33,39,Off Hours
350,2011-01-16,Spring,2011,Jan,1,No,Sun,No,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Off Hours
351,2011-01-16,Spring,2011,Jan,2,No,Sun,No,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Off Hours
352,2011-01-16,Spring,2011,Jan,3,No,Sun,No,Clear,0.22,0.2727,0.69,0.0,9,6,15,Off Hours
353,2011-01-16,Spring,2011,Jan,4,No,Sun,No,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Off Hours
354,2011-01-16,Spring,2011,Jan,5,No,Sun,No,Mist/Cloudy,0.26,0.2576,0.56,0.1642,1,1,2,Off Hours
355,2011-01-16,Spring,2011,Jan,6,No,Sun,No,Mist/Cloudy,0.26,0.2576,0.56,0.1642,0,1,1,Morning Peak
356,2011-01-16,Spring,2011,Jan,7,No,Sun,No,Mist/Cloudy,0.24,0.2121,0.56,0.2985,0,3,3,Morning Peak
357,2011-01-16,Spring,2011,Jan,8,No,Sun,No,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Morning Peak
358,2011-01-16,Spring,2011,Jan,9,No,Sun,No,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Morning Peak
359,2011-01-16,Spring,2011,Jan,10,No,Sun,No,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Afternoon
360,2011-01-16,Spring,2011,Jan,11,No,Sun,No,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Afternoon
361,2011-01-16,Spring,2011,Jan,12,No,Sun,No,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Afternoon
362,2011-01-16,Spring,2011,Jan,13,No,Sun,No,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Afternoon
363,2011-01-16,Spring,2011,Jan,14,No,Sun,No,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Afternoon
364,2011-01-16,Spring,2011,Jan,15,No,Sun,No,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Afternoon
365,2011-01-16,Spring,2011,Jan,16,No,Sun,No,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Evening Peak
366,2011-01-16,Spring,2011,Jan,17,No,Sun,No,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Evening Peak
367,2011-01-16,Spring,2011,Jan,18,No,Sun,No,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Evening Peak
368,2011-01-16,Spring,2011,Jan,19,No,Sun,No,Clear,0.18,0.197,0.47,0.1343,14,47,61,Evening Peak
369,2011-01-16,Spring,2011,Jan,20,No,Sun,No,Clear,0.18,0.197,0.47,0.1642,7,50,57,Off Hours
370,2011-01-16,Spring,2011,Jan,21,No,Sun,No,Clear,0.18,0.197,0.51,0.1642,6,22,28,Off Hours
371,2011-01-16,Spring,2011,Jan,22,No,Sun,No,Mist/Cloudy,0.2,0.2121,0.49,0.1343,2,19,21,Off Hours
372,2011-01-16,Spring,2011,Jan,23,No,Sun,No,Mist/Cloudy,0.2,0.2273,0.4,0.1045,0,18,18,Off Hours
373,2011-01-17,Spring,2011,Jan,0,Yes,Mon,No,Mist/Cloudy,0.2,0.197,0.47,0.2239,1,16,17,Off Hours
374,2011-01-17,Spring,2011,Jan,1,Yes,Mon,No,Mist/Cloudy,0.2,0.197,0.44,0.194,1,15,16,Off Hours
375,2011-01-17,Spring,2011,Jan,2,Yes,Mon,No,Mist/Cloudy,0.18,0.1667,0.43,0.2537,0,8,8,Off Hours
376,2011-01-17,Spring,2011,Jan,3,Yes,Mon,No,Mist/Cloudy,0.18,0.1818,0.43,0.194,0,2,2,Off Hours
377,2011-01-17,Spring,2011,Jan,4,Yes,Mon,No,Mist/Cloudy,0.18,0.197,0.43,0.1343,1,2,3,Off Hours
378,2011-01-17,Spring,2011,Jan,5,Yes,Mon,No,Mist/Cloudy,0.18,0.197,0.43,0.1642,0,1,1,Off Hours
379,2011-01-17,Spring,2011,Jan,6,Yes,Mon,No,Mist/Cloudy,0.18,0.1818,0.43,0.194,0,5,5,Morning Peak
380,2011-01-17,Spring,2011,Jan,7,Yes,Mon,No,Mist/Cloudy,0.16,0.1818,0.5,0.1343,4,9,13,Morning Peak
381,2011-01-17,Spring,2011,Jan,8,Yes,Mon,No,Mist/Cloudy,0.16,0.1515,0.47,0.2239,3,30,33,Morning Peak
382,2011-01-17,Spring,2011,Jan,9,Yes,Mon,No,Mist/Cloudy,0.16,0.1515,0.47,0.2239,8,39,47,Morning Peak
383,2011-01-17,Spring,2011,Jan,10,Yes,Mon,No,Mist/Cloudy,0.16,0.1515,0.5,0.2537,7,50,57,Afternoon
384,2011-01-17,Spring,2011,Jan,11,Yes,Mon,No,Mist/Cloudy,0.16,0.1515,0.55,0.194,9,55,64,Afternoon
385,2011-01-17,Spring,2011,Jan,12,Yes,Mon,No,Mist/Cloudy,0.18,0.197,0.47,0.1343,10,70,80,Afternoon
386,2011-01-17,Spring,2011,Jan,13,Yes,Mon,No,Mist/Cloudy,0.18,0.197,0.47,0.1343,13,80,93,Afternoon
387,2011-01-17,Spring,2011,Jan,14,Yes,Mon,No,Mist/Cloudy,0.18,0.2121,0.43,0.1045,12,74,86,Afternoon
388,2011-01-17,Spring,2011,Jan,15,Yes,Mon,No,Mist/Cloudy,0.2,0.2121,0.47,0.1642,21,72,93,Afternoon
389,2011-01-17,Spring,2011,Jan,16,Yes,Mon,No,Mist/Cloudy,0.2,0.2121,0.47,0.1642,6,76,82,Evening Peak
390,2011-01-17,Spring,2011,Jan,17,Yes,Mon,No,Clear,0.2,0.197,0.51,0.194,4,67,71,Evening Peak
391,2011-01-17,Spring,2011,Jan,18,Yes,Mon,No,Mist/Cloudy,0.18,0.1667,0.55,0.2537,7,85,92,Evening Peak
392,2011-01-17,Spring,2011,Jan,19,Yes,Mon,No,Light Rain/Snow,0.18,0.1818,0.59,0.194,2,58,60,Evening Peak
393,2011-01-17,Spring,2011,Jan,20,Yes,Mon,No,Light Rain/Snow,0.16,0.1515,0.8,0.194,4,29,33,Off Hours
394,2011-01-17,Spring,2011,Jan,21,Yes,Mon,No,Light Rain/Snow,0.16,0.1515,0.8,0.194,3,24,27,Off Hours
395,2011-01-17,Spring,2011,Jan,22,Yes,Mon,No,Light Rain/Snow,0.14,0.1212,0.93,0.2537,0,13,13,Off Hours
396,2011-01-17,Spring,2011,Jan,23,Yes,Mon,No,Light Rain/Snow,0.16,0.1364,0.86,0.2836,1,3,4,Off Hours
397,2011-01-18,Spring,2011,Jan,12,No,Tue,Yes,Mist/Cloudy,0.2,0.1818,0.86,0.3284,0,3,3,Afternoon
398,2011-01-18,Spring,2011,Jan,13,No,Tue,Yes,Mist/Cloudy,0.2,0.197,0.86,0.2239,0,22,22,Afternoon
399,2011-01-18,Spring,2011,Jan,14,No,Tue,Yes,Mist/Cloudy,0.22,0.2273,0.8,0.1642,2,26,28,Afternoon
400,2011-01-18,Spring,2011,Jan,15,No,Tue,Yes,Mist/Cloudy,0.22,0.2273,0.87,0.1642,3,32,35,Afternoon
401,2011-01-18,Spring,2011,Jan,16,No,Tue,Yes,Mist/Cloudy,0.22,0.2273,0.87,0.194,0,61,61,Evening Peak
402,2011-01-18,Spring,2011,Jan,17,No,Tue,Yes,Mist/Cloudy,0.22,0.2273,0.82,0.194,1,124,125,Evening Peak
403,2011-01-18,Spring,2011,Jan,18,No,Tue,Yes,Mist/Cloudy,0.22,0.2273,0.8,0.1642,1,132,133,Evening Peak
404,2011-01-18,Spring,2011,Jan,19,No,Tue,Yes,Mist/Cloudy,0.22,0.2273,0.8,0.1343,1,98,99,Evening Peak
405,2011-01-18,Spring,2011,Jan,20,No,Tue,Yes,Mist/Cloudy,0.22,0.2727,0.87,0.0,0,83,83,Off Hours
406,2011-01-18,Spring,2011,Jan,21,No,Tue,Yes,Mist/Cloudy,0.22,0.2424,0.93,0.1045,0,41,41,Off Hours
407,2011-01-18,Spring,2011,Jan,22,No,Tue,Yes,Mist/Cloudy,0.22,0.2576,0.93,0.0896,0,33,33,Off Hours
408,2011-01-18,Spring,2011,Jan,23,No,Tue,Yes,Mist/Cloudy,0.22,0.2727,0.93,0.0,1,19,20,Off Hours
409,2011-01-19,Spring,2011,Jan,0,No,Wed,Yes,Mist/Cloudy,0.22,0.2727,0.93,0.0,0,3,3,Off Hours
410,2011-01-19,Spring,2011,Jan,1,No,Wed,Yes,Light Rain/Snow,0.22,0.2273,0.93,0.1343,1,6,7,Off Hours
